AIS,Município,Dia da Semana,Data,Hora,Quantidade (Kg),Tipo de Entorpecente
AIS 07,Fortaleza,Terça,2010-12-28,10,1.05,Crack
AIS 04,Fortaleza,Quarta,2010-12-29,13,0.001,Maconha
AIS 03,Fortaleza,Quarta,2010-12-29,18,0.545,Maconha
AIS 04,Fortaleza,Quarta,2010-12-29,02,0.002,Crack
AIS 01,Fortaleza,Quarta,2010-12-29,19,0.0008,Maconha
AIS 01,Fortaleza,Sexta,2010-12-31,17,0.005,Crack
AIS 01,Fortaleza,Sexta,2010-12-31,17,0.002,Cocaína
AIS 04,Fortaleza,Sexta,2010-12-31,13,0.11,Maconha
AIS 04,Fortaleza,Sexta,2010-12-31,13,0.004,Crack
AIS 03,Fortaleza,Sexta,2010-12-31,20,0.004,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Sexta,2010-12-31,13,0.004,Crack
AIS 08,Fortaleza,Sábado,2011-01-01,11,0.067,Crack
AIS 08,Fortaleza,Sábado,2011-01-01,11,0.002,Cocaína
AIS 01,Fortaleza,Sábado,2011-01-01,01,0.012,Maconha
AIS 07,Fortaleza,Domingo,2011-01-02,15,0.005,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2011-01-03,16,0.022,Crack
AIS 04,Fortaleza,Segunda,2011-01-03,16,0.003,Cocaína
AIS 10,Fortaleza,Segunda,2011-01-03,23,0.0005,Maconha
AIS 10,Fortaleza,Segunda,2011-01-03,17,0.0001,Crack
AIS 10,Fortaleza,Segunda,2011-01-03,10,0.0005,Maconha
AIS 10,Fortaleza,Terça,2011-01-04,20,0.034,Maconha
AIS 09,Fortaleza,Terça,2011-01-04,15,0.047,Maconha
AIS 04,Fortaleza,Quarta,2011-01-05,16,0.002,Cocaína
AIS 10,Fortaleza,Quarta,2011-01-05,20,0.0011,Cocaína
AIS 07,Fortaleza,Quinta,2011-01-06,10,0.3,Maconha
AIS 07,Fortaleza,Quinta,2011-01-06,10,0.005,Maconha
AIS 07,Fortaleza,Sexta,2011-01-07,08,0.014,Maconha
AIS 08,Fortaleza,Sexta,2011-01-07,10,0.0061,Crack
AIS 08,Fortaleza,Sexta,2011-01-07,08,0.0169,Cocaína
AIS 04,Fortaleza,Sábado,2011-01-08,16,0.073,Maconha
AIS 10,Fortaleza,Sábado,2011-01-08,18,0.005,Cocaína
AIS 09,Fortaleza,Domingo,2011-01-09,16,0.009,Maconha
AIS 10,Fortaleza,Segunda,2011-01-10,10,0.0002,Cocaína
AIS 10,Fortaleza,Segunda,2011-01-10,10,0.0002,Maconha
AIS 10,Fortaleza,Terça,2011-01-11,11,0.39,Maconha
AIS 10,Fortaleza,Terça,2011-01-11,11,0.032,Crack
AIS 10,Fortaleza,Terça,2011-01-11,22,1.04,Maconha
AIS 06,Fortaleza,Quarta,2011-01-12,23,0.048,Maconha
AIS 10,Fortaleza,Quarta,2011-01-12,10,0.017,Cocaína
AIS 07,Fortaleza,Quinta,2011-01-13,07,0.1,Crack
AIS 01,Fortaleza,Quinta,2011-01-13,02,0.0003,Cocaína
AIS 10,Fortaleza,Quinta,2011-01-13,01,0.0005,Cocaína
AIS 08,Fortaleza,Quinta,2011-01-13,20,0.04,Maconha
AIS 04,Fortaleza,Sexta,2011-01-14,11,0.002,Crack
AIS 03,Fortaleza,Sexta,2011-01-14,08,0.4968,Crack
AIS 05,Fortaleza,Sábado,2011-01-15,11,0.0334,Crack
AIS 05,Fortaleza,Sábado,2011-01-15,11,0.0131,Maconha
AIS 08,Fortaleza,Sábado,2011-01-15,13,0.0025,Crack
AIS 07,Fortaleza,Domingo,2011-01-16,16,0.0005,Cocaína
AIS 07,Fortaleza,Domingo,2011-01-16,16,0.0005,Crack
AIS 01,Fortaleza,Domingo,2011-01-16,17,0.009,Crack
AIS 01,Fortaleza,Domingo,2011-01-16,11,0.065,Maconha
AIS 04,Fortaleza,Segunda,2011-01-17,22,0.4,Maconha
AIS 08,Fortaleza,Segunda,2011-01-17,09,0.0143,Cocaína
AIS 05,Fortaleza,Segunda,2011-01-17,16,0.0014,Crack
AIS 05,Fortaleza,Segunda,2011-01-17,16,0.0006,Maconha
AIS 09,Fortaleza,Segunda,2011-01-17,20,0.046,Cocaína
AIS 09,Fortaleza,Segunda,2011-01-17,20,0.043,Maconha
AIS 09,Fortaleza,Segunda,2011-01-17,20,0.016,Crack
AIS 03,Fortaleza,Terça,2011-01-18,15,0.62,Maconha
AIS 05,Fortaleza,Terça,2011-01-18,10,3.0,Cocaína
AIS 09,Fortaleza,Terça,2011-01-18,11,0.0093,Maconha
AIS 09,Fortaleza,Terça,2011-01-18,11,0.0069,Crack
AIS 01,Fortaleza,Quarta,2011-01-19,23,0.0137,Maconha
AIS 01,Fortaleza,Quarta,2011-01-19,23,0.0007,Maconha
AIS 04,Fortaleza,Quinta,2011-01-20,09,0.0001,Maconha
AIS 09,Fortaleza,Quinta,2011-01-20,17,0.03,Maconha
AIS 06,Fortaleza,Quinta,2011-01-20,23,0.013,Crack
AIS 07,Fortaleza,Quinta,2011-01-20,19,0.165,Maconha
AIS 01,Fortaleza,Sexta,2011-01-21,04,0.0003,Crack
AIS 10,Fortaleza,Sábado,2011-01-22,16,1.7,Cocaína
AIS 10,Fortaleza,Sábado,2011-01-22,18,1.0,Cocaína
AIS 10,Fortaleza,Sábado,2011-01-22,18,1.0,Maconha
AIS 08,Fortaleza,Domingo,2011-01-23,17,0.002,Maconha
AIS 01,Fortaleza,Domingo,2011-01-23,04,0.002,Crack
AIS 07,Fortaleza,Domingo,2011-01-23,09,0.06,Maconha
AIS 07,Fortaleza,Domingo,2011-01-23,09,0.0006,Crack
AIS 04,Fortaleza,Terça,2011-01-25,18,0.044,Crack
AIS 07,Fortaleza,Terça,2011-01-25,18,0.05,Cocaína
AIS 07,Fortaleza,Terça,2011-01-25,18,0.05,Cocaína
AIS 07,Fortaleza,Terça,2011-01-25,18,0.049,Crack
AIS 06,Fortaleza,Terça,2011-01-25,12,0.0014,Cocaína
AIS 04,Fortaleza,Quarta,2011-01-26,04,0.016,Cocaína
AIS 04,Fortaleza,Quarta,2011-01-26,04,0.004,Crack
AIS 04,Fortaleza,Quarta,2011-01-26,04,0.001,Maconha
AIS 04,Fortaleza,Quarta,2011-01-26,03,0.016,Cocaína
AIS 04,Fortaleza,Quarta,2011-01-26,03,0.004,Crack
AIS 10,Fortaleza,Quinta,2011-01-27,17,0.48,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Quinta,2011-01-27,14,0.0004,Crack
AIS 07,Fortaleza,Sexta,2011-01-28,20,0.058,Crack
AIS 07,Fortaleza,Sexta,2011-01-28,20,0.055,Cocaína
AIS 07,Fortaleza,Sexta,2011-01-28,20,0.055,Maconha
AIS 06,Fortaleza,Sexta,2011-01-28,01,0.001,Cocaína
AIS 01,Fortaleza,Sexta,2011-01-28,23,0.0013,Cocaína
AIS 08,Fortaleza,Sexta,2011-01-28,15,1.5,Crack
AIS 06,Fortaleza,Sábado,2011-01-29,12,0.004,Crack
AIS 07,Fortaleza,Sábado,2011-01-29,15,0.0019,Maconha
AIS 01,Fortaleza,Sábado,2011-01-29,01,0.0025,Cocaína
AIS 08,Fortaleza,Sábado,2011-01-29,14,0.003,Maconha
AIS 07,Fortaleza,Segunda,2011-01-31,10,0.1622,Crack
AIS 07,Fortaleza,Segunda,2011-01-31,10,0.0739,Maconha
AIS 07,Fortaleza,Segunda,2011-01-31,10,0.0104,Cocaína
AIS 06,Fortaleza,Segunda,2011-01-31,23,0.15,Crack
AIS 04,Fortaleza,Segunda,2011-01-31,22,0.226,Crack
AIS 10,Fortaleza,Terça,2011-02-01,16,0.0015,Crack
AIS 05,Fortaleza,Terça,2011-02-01,15,0.0459,Cocaína
AIS 08,Fortaleza,Quarta,2011-02-02,21,0.017,Cocaína
AIS 08,Fortaleza,Quarta,2011-02-02,21,0.0028,Crack
AIS 08,Fortaleza,Quarta,2011-02-02,21,0.0008,Maconha
AIS 03,Fortaleza,Quarta,2011-02-02,10,0.29,Maconha
AIS 07,Fortaleza,Quarta,2011-02-02,15,0.1,Maconha
AIS 08,Fortaleza,Quarta,2011-02-02,17,0.0042,Cocaína
AIS 07,Fortaleza,Quarta,2011-02-02,09,0.84,Maconha
AIS 07,Fortaleza,Quarta,2011-02-02,09,0.26,Maconha
AIS 10,Fortaleza,Quarta,2011-02-02,10,0.135,Maconha
AIS 06,Fortaleza,Quarta,2011-02-02,09,0.02,Crack
AIS 08,Fortaleza,Quarta,2011-02-02,13,0.006,Cocaína
AIS 06,Fortaleza,Quinta,2011-02-03,19,0.25,Cocaína
AIS 07,Fortaleza,Quinta,2011-02-03,15,0.1,Maconha
AIS 06,Fortaleza,Quinta,2011-02-03,15,0.01,Maconha
AIS 06,Fortaleza,Quinta,2011-02-03,15,0.0085,Crack
AIS 10,Fortaleza,Quinta,2011-02-03,09,0.006,Crack
AIS 05,Fortaleza,Sexta,2011-02-04,16,0.0107,Crack
AIS 10,Fortaleza,Sexta,2011-02-04,15,0.0275,Crack
AIS 10,Fortaleza,Sexta,2011-02-04,15,0.0252,Cocaína
AIS 06,Fortaleza,Sexta,2011-02-04,10,0.001,Maconha
AIS 01,Fortaleza,Sexta,2011-02-04,19,0.0049,Maconha
AIS 08,Fortaleza,Sábado,2011-02-05,20,0.98,Maconha
AIS 09,Fortaleza,Sábado,2011-02-05,13,0.08,Cocaína
AIS 07,Fortaleza,Sábado,2011-02-05,10,0.12,Crack
AIS 03,Fortaleza,Sábado,2011-02-05,12,0.03,Cocaína
AIS 07,Fortaleza,Sábado,2011-02-05,10,0.12,Crack
AIS 05,Fortaleza,Sábado,2011-02-05,16,0.001,Cocaína
AIS 07,Fortaleza,Domingo,2011-02-06,12,0.299,Maconha
AIS 07,Fortaleza,Domingo,2011-02-06,12,0.299,Maconha
AIS 07,Fortaleza,Domingo,2011-02-06,12,0.103,Crack
AIS 07,Fortaleza,Domingo,2011-02-06,12,0.01,Crack
AIS 07,Fortaleza,Domingo,2011-02-06,12,0.002,Cocaína
AIS 01,Fortaleza,Domingo,2011-02-06,21,0.001,Maconha
AIS 10,Fortaleza,Domingo,2011-02-06,15,0.229,Maconha
AIS 10,Fortaleza,Domingo,2011-02-06,16,0.225,Maconha
AIS 10,Fortaleza,Domingo,2011-02-06,15,0.052,Crack
AIS 10,Fortaleza,Domingo,2011-02-06,16,0.05,Crack
AIS 01,Fortaleza,Segunda,2011-02-07,21,0.39,Maconha
AIS 08,Fortaleza,Segunda,2011-02-07,10,0.036,Crack
AIS 01,Fortaleza,Segunda,2011-02-07,02,0.015,Cocaína
AIS 01,Fortaleza,Segunda,2011-02-07,02,0.0135,Cocaína
AIS 04,Fortaleza,Quarta,2011-02-09,08,0.032,Crack
AIS 04,Fortaleza,Quarta,2011-02-09,08,0.032,Maconha
AIS 10,Fortaleza,Quarta,2011-02-09,01,0.143,Maconha
AIS 05,Fortaleza,Quinta,2011-02-10,21,0.0076,Maconha
AIS 06,Fortaleza,Quinta,2011-02-10,23,0.0035,Maconha
AIS 08,Fortaleza,Quinta,2011-02-10,21,0.015,Maconha
AIS 08,Fortaleza,Quinta,2011-02-10,21,0.005,Cocaína
AIS 05,Fortaleza,Sexta,2011-02-11,16,0.051,Crack
AIS 03,Fortaleza,Sexta,2011-02-11,10,0.4,Maconha
AIS 03,Fortaleza,Sexta,2011-02-11,10,0.135,Crack
AIS 03,Fortaleza,Sexta,2011-02-11,10,0.299,Maconha
AIS 03,Fortaleza,Sexta,2011-02-11,10,0.1369,Crack
AIS 03,Fortaleza,Sexta,2011-02-11,10,0.0558,Maconha
AIS 03,Fortaleza,Sexta,2011-02-11,10,0.0353,Maconha
AIS 02,Fortaleza,Sexta,2011-02-11,10,0.008,Maconha
AIS 02,Fortaleza,Sexta,2011-02-11,10,0.001,Crack
AIS 05,Fortaleza,Sábado,2011-02-12,19,1.72,Maconha
AIS 05,Fortaleza,Sábado,2011-02-12,17,1.72,Maconha
AIS 05,Fortaleza,Sábado,2011-02-12,19,0.35,Crack
AIS 05,Fortaleza,Sábado,2011-02-12,17,0.35,Crack
AIS 05,Fortaleza,Sábado,2011-02-12,17,0.045,Crack
AIS 04,Fortaleza,Domingo,2011-02-13,13,0.018,Cocaína
AIS 05,Fortaleza,Domingo,2011-02-13,12,0.003,Crack
AIS 09,Fortaleza,Domingo,2011-02-13,17,5e-05,Cocaína
AIS 01,Fortaleza,Domingo,2011-02-13,16,0.0004,Maconha
AIS 01,Fortaleza,Domingo,2011-02-13,12,5e-05,Maconha
AIS 06,Fortaleza,Domingo,2011-02-13,10,0.005,Crack
AIS 06,Fortaleza,Domingo,2011-02-13,10,0.004,Cocaína
AIS 08,Fortaleza,Domingo,2011-02-13,13,0.018,Cocaína
AIS 01,Fortaleza,Domingo,2011-02-13,12,0.0003,Crack
AIS 03,Fortaleza,Segunda,2011-02-14,21,0.005,Maconha
AIS 03,Fortaleza,Segunda,2011-02-14,21,0.005,Maconha
AIS 05,Fortaleza,Segunda,2011-02-14,10,0.005,Crack
AIS 08,Fortaleza,Segunda,2011-02-14,01,0.0005,Cocaína
AIS 01,Fortaleza,Terça,2011-02-15,02,0.005,Maconha
AIS 06,Fortaleza,Terça,2011-02-15,16,0.0011,Maconha
AIS 09,Fortaleza,Terça,2011-02-15,09,1.1,Crack
AIS 07,Fortaleza,Terça,2011-02-15,16,0.727,Crack
AIS 07,Fortaleza,Terça,2011-02-15,16,0.33,Maconha
AIS 07,Fortaleza,Terça,2011-02-15,16,0.08,Cocaína
AIS 05,Fortaleza,Terça,2011-02-15,13,0.7,Crack
AIS 05,Fortaleza,Terça,2011-02-15,13,0.33,Maconha
AIS 02,Fortaleza,Quarta,2011-02-16,10,0.293,Crack
AIS 02,Fortaleza,Quarta,2011-02-16,10,0.019,Crack
AIS 02,Fortaleza,Quarta,2011-02-16,10,0.0025,Crack
AIS 04,Fortaleza,Quarta,2011-02-16,10,0.54,Maconha
AIS 04,Fortaleza,Quarta,2011-02-16,17,0.015,Cocaína
AIS 04,Fortaleza,Quarta,2011-02-16,11,0.54,Maconha
AIS 07,Fortaleza,Quarta,2011-02-16,17,0.22,Maconha
AIS 03,Fortaleza,Quinta,2011-02-17,01,0.0078,Crack
AIS 03,Fortaleza,Quinta,2011-02-17,01,0.0078,Crack
AIS 03,Fortaleza,Quinta,2011-02-17,01,0.0076,Crack
AIS 04,Fortaleza,Quinta,2011-02-17,17,0.03,Crack
AIS 04,Fortaleza,Quinta,2011-02-17,16,0.03,Crack
AIS 05,Fortaleza,Quinta,2011-02-17,22,0.63,Crack
AIS 08,Fortaleza,Sexta,2011-02-18,15,0.016,Crack
AIS 03,Fortaleza,Sexta,2011-02-18,10,0.077,Maconha
AIS 01,Fortaleza,Domingo,2011-02-20,16,0.0006,Cocaína
AIS 09,Fortaleza,Domingo,2011-02-20,17,0.05,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2011-02-21,16,0.1,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2011-02-21,05,0.01,Cocaína
AIS 01,Fortaleza,Segunda,2011-02-21,04,0.0008,Cocaína
AIS 01,Fortaleza,Segunda,2011-02-21,04,0.0004,Maconha
AIS 08,Fortaleza,Terça,2011-02-22,09,0.058,Maconha
AIS 05,Fortaleza,Terça,2011-02-22,20,0.2,Maconha
AIS 05,Fortaleza,Terça,2011-02-22,20,0.0017,Cocaína
AIS 08,Fortaleza,Quarta,2011-02-23,15,0.11,Crack
AIS 08,Fortaleza,Quarta,2011-02-23,15,0.07,Maconha
AIS 08,Fortaleza,Quarta,2011-02-23,16,0.01,Crack
AIS 03,Fortaleza,Quarta,2011-02-23,17,0.4,Crack
AIS 09,Fortaleza,Quarta,2011-02-23,13,0.01,Crack
AIS 07,Fortaleza,Quinta,2011-02-24,19,0.01,Maconha
AIS 02,Fortaleza,Quinta,2011-02-24,17,0.095,Crack
AIS 09,Fortaleza,Quinta,2011-02-24,13,0.12,Cocaína
AIS 04,Fortaleza,Sexta,2011-02-25,13,0.06,Crack
AIS 10,Fortaleza,Sexta,2011-02-25,23,0.27,Cocaína
AIS 10,Fortaleza,Sexta,2011-02-25,22,0.263,Cocaína
AIS 03,Fortaleza,Sexta,2011-02-25,17,0.008,Maconha
AIS 06,Fortaleza,Sexta,2011-02-25,13,0.178,Maconha
AIS 06,Fortaleza,Sexta,2011-02-25,13,0.048,Crack
AIS 06,Fortaleza,Sexta,2011-02-25,13,0.02,Cocaína
AIS 06,Fortaleza,Sexta,2011-02-25,15,0.02,Cocaína
AIS 05,Fortaleza,Sexta,2011-02-25,15,0.002,Cocaína
AIS 05,Fortaleza,Sexta,2011-02-25,00,0.001,Maconha
AIS 05,Fortaleza,Sábado,2011-02-26,11,0.048,Maconha
AIS 07,Fortaleza,Sábado,2011-02-26,22,0.1,Cocaína
AIS 07,Fortaleza,Sábado,2011-02-26,22,0.03,Crack
AIS 05,Fortaleza,Sábado,2011-02-26,07,0.006,Maconha
AIS 07,Fortaleza,Sábado,2011-02-26,09,0.16,Maconha
AIS 07,Fortaleza,Sábado,2011-02-26,09,0.01,Cocaína
AIS 02,Fortaleza,Domingo,2011-02-27,11,0.137,Crack
AIS 07,Fortaleza,Domingo,2011-02-27,21,0.008,Crack
AIS 03,Fortaleza,Segunda,2011-02-28,04,0.0175,Cocaína
AIS 05,Fortaleza,Segunda,2011-02-28,13,0.439,Maconha
AIS 01,Fortaleza,Segunda,2011-02-28,10,0.0273,Maconha
AIS 01,Fortaleza,Segunda,2011-02-28,10,0.0185,Crack
AIS 01,Fortaleza,Segunda,2011-02-28,11,0.183,Cocaína
AIS 01,Fortaleza,Segunda,2011-02-28,11,0.0346,Crack
AIS 01,Fortaleza,Segunda,2011-02-28,11,0.0088,Cocaína
AIS 04,Fortaleza,Segunda,2011-02-28,23,0.004,Crack
AIS 04,Fortaleza,Segunda,2011-02-28,23,0.002,Cocaína
AIS 10,Fortaleza,Terça,2011-03-01,16,0.334,Maconha
AIS 01,Fortaleza,Terça,2011-03-01,10,0.1,Maconha
AIS 01,Fortaleza,Terça,2011-03-01,10,0.087,Maconha
AIS 01,Fortaleza,Terça,2011-03-01,23,0.2,Crack
AIS 01,Fortaleza,Terça,2011-03-01,22,0.02,Crack
AIS 02,Fortaleza,Quarta,2011-03-02,16,0.09,Cocaína
AIS 02,Fortaleza,Quarta,2011-03-02,16,0.006,Cocaína
AIS 02,Fortaleza,Quarta,2011-03-02,16,0.001,Maconha
AIS 10,Fortaleza,Quarta,2011-03-02,15,0.01,Maconha
AIS 09,Fortaleza,Quarta,2011-03-02,18,0.01,Cocaína
AIS 07,Fortaleza,Quinta,2011-03-03,10,0.112,Cocaína
AIS 08,Fortaleza,Sexta,2011-03-04,08,0.008,Cocaína
AIS 01,Fortaleza,Sexta,2011-03-04,19,0.1,Crack
AIS 07,Fortaleza,Sexta,2011-03-04,02,0.017,Maconha
AIS 07,Fortaleza,Sexta,2011-03-04,16,0.009,Cocaína
AIS 05,Fortaleza,Sexta,2011-03-04,08,0.05,Cocaína
AIS 05,Fortaleza,Sexta,2011-03-04,08,0.019,Crack
AIS 01,Fortaleza,Sábado,2011-03-05,19,0.001,Maconha
AIS 04,Fortaleza,Domingo,2011-03-06,11,0.034,Crack
AIS 04,Fortaleza,Domingo,2011-03-06,13,0.002,Maconha
AIS 09,Fortaleza,Domingo,2011-03-06,00,0.123,Maconha
AIS 10,Fortaleza,Domingo,2011-03-06,23,0.6,Crack
AIS 10,Fortaleza,Domingo,2011-03-06,09,0.002,Crack
AIS 10,Fortaleza,Domingo,2011-03-06,09,0.001,Maconha
AIS 10,Fortaleza,Segunda,2011-03-07,01,0.3,Crack
AIS 10,Fortaleza,Segunda,2011-03-07,01,0.107,Cocaína
AIS 01,Fortaleza,Terça,2011-03-08,04,0.024,Cocaína
AIS 06,Fortaleza,Quarta,2011-03-09,10,0.09,Maconha
AIS 10,Fortaleza,Quarta,2011-03-09,22,0.001,Crack
AIS 03,Fortaleza,Quinta,2011-03-10,16,0.315,Maconha
AIS 03,Fortaleza,Quinta,2011-03-10,15,0.018,Cocaína
AIS 03,Fortaleza,Sexta,2011-03-11,21,0.034,Maconha
AIS 01,Fortaleza,Sexta,2011-03-11,03,0.0147,Maconha
AIS 01,Fortaleza,Sexta,2011-03-11,03,0.009,Crack
AIS 01,Fortaleza,Sexta,2011-03-11,03,0.0015,Cocaína
AIS 01,Fortaleza,Sexta,2011-03-11,23,0.001,Maconha
AIS 04,Fortaleza,Sábado,2011-03-12,09,0.004,Crack
AIS 04,Fortaleza,Domingo,2011-03-13,14,0.477,Crack
AIS 04,Fortaleza,Domingo,2011-03-13,14,0.048,Crack
AIS 03,Fortaleza,Domingo,2011-03-13,10,0.003,Maconha
AIS 04,Fortaleza,Domingo,2011-03-13,04,0.002,Crack
AIS 09,Fortaleza,Domingo,2011-03-13,16,0.002,Maconha
AIS 06,Fortaleza,Domingo,2011-03-13,22,0.028,Cocaína
AIS 05,Fortaleza,Segunda,2011-03-14,23,0.002,Cocaína
AIS 02,Fortaleza,Segunda,2011-03-14,11,0.009,Crack
AIS 05,Fortaleza,Segunda,2011-03-14,11,0.02,Maconha
AIS 06,Fortaleza,Segunda,2011-03-14,20,0.024,Maconha
AIS 03,Fortaleza,Terça,2011-03-15,18,0.05,Crack
AIS 07,Fortaleza,Terça,2011-03-15,11,0.329,Maconha
AIS 06,Fortaleza,Terça,2011-03-15,22,0.25,Crack
AIS 06,Fortaleza,Terça,2011-03-15,22,0.094,Crack
AIS 03,Fortaleza,Quarta,2011-03-16,16,0.05,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Quarta,2011-03-16,00,0.002,Crack
AIS 01,Fortaleza,Quarta,2011-03-16,16,0.018,Cocaína
AIS 04,Fortaleza,Quinta,2011-03-17,12,0.003,Crack
AIS 10,Fortaleza,Quinta,2011-03-17,13,0.031,Maconha
AIS 10,Fortaleza,Quinta,2011-03-17,13,0.02,Crack
AIS 04,Fortaleza,Sexta,2011-03-18,22,0.003,Maconha
AIS 05,Fortaleza,Sexta,2011-03-18,22,0.012,Crack
AIS 04,Fortaleza,Sábado,2011-03-19,10,0.015,Cocaína
AIS 04,Fortaleza,Sábado,2011-03-19,01,0.004,Crack
AIS 05,Fortaleza,Sábado,2011-03-19,22,0.053,Crack
AIS 05,Fortaleza,Sábado,2011-03-19,22,0.019,Maconha
AIS 05,Fortaleza,Sábado,2011-03-19,22,0.003,Crack
AIS 03,Fortaleza,Domingo,2011-03-20,21,0.007,Cocaína
AIS 02,Fortaleza,Domingo,2011-03-20,09,0.004,Maconha
AIS 10,Fortaleza,Segunda,2011-03-21,00,0.002,Maconha
AIS 10,Fortaleza,Segunda,2011-03-21,13,0.046,Cocaína
AIS 08,Fortaleza,Segunda,2011-03-21,13,0.09,Crack
AIS 04,Fortaleza,Terça,2011-03-22,10,0.004,Crack
AIS 03,Fortaleza,Terça,2011-03-22,22,0.027,Crack
AIS 03,Fortaleza,Terça,2011-03-22,18,0.14,Maconha
AIS 04,Fortaleza,Quarta,2011-03-23,16,0.006,Crack
AIS 03,Fortaleza,Sexta,2011-03-25,17,0.04,Cocaína
AIS 03,Fortaleza,Sexta,2011-03-25,17,0.04,Crack
AIS 09,Fortaleza,Sexta,2011-03-25,15,0.001,Crack
AIS 10,Fortaleza,Sexta,2011-03-25,17,0.016,Maconha
AIS 10,Fortaleza,Sexta,2011-03-25,17,0.001,Crack
AIS 06,Fortaleza,Sexta,2011-03-25,10,0.068,Maconha
AIS 06,Fortaleza,Sexta,2011-03-25,10,0.009,Crack
AIS 03,Fortaleza,Sábado,2011-03-26,09,0.004,Crack
AIS 08,Fortaleza,Sábado,2011-03-26,19,0.006,Crack
AIS 08,Fortaleza,Sábado,2011-03-26,20,0.002,Cocaína
AIS 02,Fortaleza,Domingo,2011-03-27,09,0.019,Crack
AIS 09,Fortaleza,Domingo,2011-03-27,03,0.009,Maconha
AIS 03,Fortaleza,Segunda,2011-03-28,11,0.01,Crack
AIS 09,Fortaleza,Segunda,2011-03-28,10,0.023,Crack
AIS 06,Fortaleza,Terça,2011-03-29,22,0.007,Crack
AIS 06,Fortaleza,Terça,2011-03-29,01,0.014,Maconha
AIS 02,Fortaleza,Terça,2011-03-29,19,0.425,Cocaína
AIS 09,Fortaleza,Terça,2011-03-29,13,1.0,Maconha
AIS 02,Fortaleza,Quarta,2011-03-30,10,0.034,Maconha
AIS 03,Fortaleza,Quarta,2011-03-30,15,0.1,Maconha
AIS 10,Fortaleza,Quarta,2011-03-30,10,0.225,Maconha
AIS 10,Fortaleza,Quarta,2011-03-30,00,0.015,Maconha
AIS 08,Fortaleza,Quarta,2011-03-30,16,0.005,Crack
AIS 08,Fortaleza,Quarta,2011-03-30,16,0.004,Cocaína
AIS 04,Fortaleza,Sexta,2011-04-01,11,0.001,Cocaína
AIS 06,Fortaleza,Sexta,2011-04-01,16,0.012,Crack
AIS 07,Fortaleza,Sexta,2011-04-01,01,0.005,Crack
AIS 07,Fortaleza,Sexta,2011-04-01,11,0.253,Crack
AIS 07,Fortaleza,Sexta,2011-04-01,11,0.253,Crack
AIS 07,Fortaleza,Sexta,2011-04-01,22,0.002,Cocaína
AIS 04,Fortaleza,Sexta,2011-04-01,03,0.02,Cocaína
AIS 04,Fortaleza,Sexta,2011-04-01,03,0.004,Crack
AIS 05,Fortaleza,Sexta,2011-04-01,17,1.462,Maconha
AIS 05,Fortaleza,Sexta,2011-04-01,14,1.225,Maconha
AIS 05,Fortaleza,Sexta,2011-04-01,17,0.215,Crack
AIS 05,Fortaleza,Sexta,2011-04-01,14,0.17,Crack
AIS 03,Fortaleza,Sábado,2011-04-02,17,0.0015,Maconha
AIS 01,Fortaleza,Sábado,2011-04-02,00,0.0002,Crack
AIS 07,Fortaleza,Sábado,2011-04-02,04,0.0055,Crack
AIS 07,Fortaleza,Sábado,2011-04-02,04,0.0011,Cocaína
AIS 09,Fortaleza,Sábado,2011-04-02,20,0.14,Maconha
AIS 05,Fortaleza,Sábado,2011-04-02,20,0.027,Maconha
AIS 05,Fortaleza,Domingo,2011-04-03,19,0.1,Crack
AIS 08,Fortaleza,Segunda,2011-04-04,15,0.01,Crack
AIS 08,Fortaleza,Segunda,2011-04-04,14,0.01,Crack
AIS 04,Fortaleza,Segunda,2011-04-04,00,0.0005,Cocaína
AIS 10,Fortaleza,Segunda,2011-04-04,16,0.0012,Maconha
AIS 05,Fortaleza,Segunda,2011-04-04,09,0.008,Maconha
AIS 06,Fortaleza,Segunda,2011-04-04,04,0.002,Cocaína
AIS 08,Fortaleza,Terça,2011-04-05,00,0.001,Crack
AIS 07,Fortaleza,Terça,2011-04-05,21,0.002,Maconha
AIS 01,Fortaleza,Terça,2011-04-05,11,0.1332,Crack
AIS 01,Fortaleza,Terça,2011-04-05,10,0.1332,Crack
AIS 06,Fortaleza,Terça,2011-04-05,17,0.73,Maconha
AIS 06,Fortaleza,Terça,2011-04-05,18,0.73,Maconha
AIS 06,Fortaleza,Terça,2011-04-05,18,0.04,Crack
AIS 05,Fortaleza,Terça,2011-04-05,08,0.007,Crack
AIS 09,Fortaleza,Terça,2011-04-05,16,0.008,Crack
AIS 10,Fortaleza,Terça,2011-04-05,16,0.0015,Cocaína
AIS 07,Fortaleza,Quarta,2011-04-06,17,0.0415,Crack
AIS 07,Fortaleza,Quarta,2011-04-06,13,0.1,Crack
AIS 08,Fortaleza,Quarta,2011-04-06,11,5.0,Maconha
AIS 08,Fortaleza,Quarta,2011-04-06,10,5.0,Maconha
AIS 02,Fortaleza,Quarta,2011-04-06,20,0.02,Crack
AIS 02,Fortaleza,Quarta,2011-04-06,13,0.1646,Crack
