AIS,Município,Dia da Semana,Data,Hora,Quantidade (Kg),Tipo de Entorpecente
AIS 07,Fortaleza,Sábado,2019-02-09,15,2e-05,Maconha
AIS 07,Fortaleza,Sábado,2019-02-09,15,1e-05,Maconha
AIS 10,Fortaleza,Sábado,2019-02-09,16,0.06,Crack
AIS 07,Fortaleza,Sábado,2019-02-09,17,1e-05,Maconha
AIS 06,Fortaleza,Sábado,2019-02-09,17,0.017,Maconha
AIS 07,Fortaleza,Sábado,2019-02-09,19,0.01,Crack
AIS 09,Fortaleza,Sábado,2019-02-09,19,0.01,Maconha
AIS 01,Fortaleza,Sábado,2019-02-09,19,0.00022,Maconha
AIS 07,Fortaleza,Sábado,2019-02-09,20,0.003,Crack
AIS 08,Fortaleza,Sábado,2019-02-09,20,0.0006,Cocaína
AIS 08,Fortaleza,Sábado,2019-02-09,20,0.042,Maconha
AIS 09,Fortaleza,Sábado,2019-02-09,21,0.002,Cocaína
AIS 09,Fortaleza,Sábado,2019-02-09,21,0.08,Maconha
AIS 01,Fortaleza,Domingo,2019-02-10,10,0.009,Cocaína
AIS 08,Fortaleza,Domingo,2019-02-10,10,0.002,Crack
AIS 10,Fortaleza,Domingo,2019-02-10,10,0.053,Maconha
AIS 02,Fortaleza,Domingo,2019-02-10,11,0.002,Maconha
AIS 08,Fortaleza,Domingo,2019-02-10,13,1e-05,Crack
AIS 01,Fortaleza,Domingo,2019-02-10,13,1e-05,Maconha
AIS 07,Fortaleza,Domingo,2019-02-10,19,0.005,Cocaína
AIS 10,Fortaleza,Domingo,2019-02-10,22,0.975,Maconha
AIS 06,Fortaleza,Segunda,2019-02-11,09,0.018,Cocaína
AIS 06,Fortaleza,Segunda,2019-02-11,09,0.009,Maconha
AIS 08,Fortaleza,Segunda,2019-02-11,10,1.718,Maconha
AIS 10,Fortaleza,Segunda,2019-02-11,10,0.017,Maconha
AIS 03,Fortaleza,Segunda,2019-02-11,10,0.72,Maconha
AIS 08,Fortaleza,Segunda,2019-02-11,12,0.007,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2019-02-11,13,1e-05,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2019-02-11,13,0.002,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2019-02-11,13,0.006,Maconha
AIS 07,Fortaleza,Segunda,2019-02-11,16,0.008,Cocaína
AIS 09,Fortaleza,Segunda,2019-02-11,18,0.86,Maconha
AIS 09,Fortaleza,Segunda,2019-02-11,19,1e-05,Cocaína
AIS 09,Fortaleza,Segunda,2019-02-11,19,0.014,Maconha
AIS 06,Fortaleza,Segunda,2019-02-11,22,0.0012,Crack
AIS 06,Fortaleza,Segunda,2019-02-11,22,1.15,Maconha
AIS 02,Fortaleza,Segunda,2019-02-11,23,1e-05,Maconha
AIS 07,Fortaleza,Terça,2019-02-12,00,0.02,Maconha
AIS 10,Fortaleza,Terça,2019-02-12,07,0.004,Crack
AIS 02,Fortaleza,Terça,2019-02-12,10,0.018,Maconha
AIS 03,Fortaleza,Terça,2019-02-12,10,0.028,Crack
AIS 03,Fortaleza,Terça,2019-02-12,10,0.025,Maconha
AIS 04,Fortaleza,Terça,2019-02-12,11,0.0224,Cocaína
AIS 04,Fortaleza,Terça,2019-02-12,11,0.0054,Crack
AIS 03,Fortaleza,Terça,2019-02-12,11,0.008,Maconha
AIS 09,Fortaleza,Terça,2019-02-12,13,0.085,Cocaína
AIS 07,Fortaleza,Terça,2019-02-12,15,0.0035,Cocaína
AIS 07,Fortaleza,Terça,2019-02-12,16,0.0113,Cocaína
AIS 07,Fortaleza,Terça,2019-02-12,16,0.0005,Maconha
AIS 05,Fortaleza,Terça,2019-02-12,16,0.005,Maconha
AIS 01,Fortaleza,Terça,2019-02-12,18,0.0027,Cocaína
AIS 08,Fortaleza,Terça,2019-02-12,21,3e-05,Crack
AIS 02,Fortaleza,Terça,2019-02-12,21,0.005,Crack
AIS 07,Fortaleza,Quarta,2019-02-13,01,0.003,Cocaína
AIS 04,Fortaleza,Quarta,2019-02-13,01,0.019,Crack
AIS 06,Fortaleza,Quarta,2019-02-13,02,0.0002,Crack
AIS 04,Fortaleza,Quarta,2019-02-13,09,0.035,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Quarta,2019-02-13,09,0.045,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Quarta,2019-02-13,09,0.056,Crack
AIS 03,Fortaleza,Quarta,2019-02-13,10,0.004,Maconha
AIS 05,Fortaleza,Quarta,2019-02-13,10,0.00502,Cocaína
AIS 05,Fortaleza,Quarta,2019-02-13,10,0.03605,Crack
AIS 05,Fortaleza,Quarta,2019-02-13,10,0.02503,Maconha
AIS 06,Fortaleza,Quarta,2019-02-13,12,0.152,Maconha
AIS 04,Fortaleza,Quarta,2019-02-13,15,0.209,Maconha
AIS 05,Fortaleza,Quarta,2019-02-13,16,0.017,Cocaína
AIS 06,Fortaleza,Quarta,2019-02-13,16,0.0195,Crack
AIS 05,Fortaleza,Quarta,2019-02-13,17,0.023,Crack
AIS 05,Fortaleza,Quarta,2019-02-13,17,0.001,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Quinta,2019-02-14,07,0.008,Cocaína
AIS 03,Fortaleza,Quinta,2019-02-14,08,0.025,Cocaína
AIS 03,Fortaleza,Quinta,2019-02-14,08,0.04,Crack
AIS 03,Fortaleza,Quinta,2019-02-14,08,0.35,Maconha
AIS 08,Fortaleza,Quinta,2019-02-14,16,0.048,Cocaína
AIS 10,Fortaleza,Quinta,2019-02-14,16,0.44,Maconha
AIS 05,Fortaleza,Quinta,2019-02-14,18,0.15,Crack
AIS 03,Fortaleza,Quinta,2019-02-14,18,0.29,Maconha
AIS 06,Fortaleza,Quinta,2019-02-14,19,0.0015,Crack
AIS 06,Fortaleza,Quinta,2019-02-14,19,0.004,Maconha
AIS 01,Fortaleza,Quinta,2019-02-14,19,0.068,Cocaína
AIS 01,Fortaleza,Quinta,2019-02-14,19,0.366,Crack
AIS 06,Fortaleza,Quinta,2019-02-14,20,0.025,Maconha
AIS 06,Fortaleza,Quinta,2019-02-14,22,0.008,Maconha
AIS 03,Fortaleza,Sexta,2019-02-15,00,0.006,Crack
AIS 03,Fortaleza,Sexta,2019-02-15,00,0.02,Maconha
AIS 09,Fortaleza,Sexta,2019-02-15,00,0.012,Crack
AIS 02,Fortaleza,Sexta,2019-02-15,01,0.018,Cocaína
AIS 02,Fortaleza,Sexta,2019-02-15,01,0.11,Crack
AIS 03,Fortaleza,Sexta,2019-02-15,10,0.003,Cocaína
AIS 08,Fortaleza,Sexta,2019-02-15,10,0.32,Maconha
AIS 09,Fortaleza,Sexta,2019-02-15,10,0.032,Crack
AIS 04,Fortaleza,Sexta,2019-02-15,15,2e-05,Cocaína
AIS 02,Fortaleza,Sexta,2019-02-15,15,0.005,Cocaína
AIS 04,Fortaleza,Sexta,2019-02-15,16,0.015,Cocaína
AIS 03,Fortaleza,Sexta,2019-02-15,21,0.0015,Crack
AIS 10,Fortaleza,Sábado,2019-02-16,00,0.007,Cocaína
AIS 10,Fortaleza,Sábado,2019-02-16,00,0.001,Crack
AIS 10,Fortaleza,Sábado,2019-02-16,00,0.001,Maconha
AIS 03,Fortaleza,Sábado,2019-02-16,01,0.004,Cocaína
AIS 03,Fortaleza,Sábado,2019-02-16,01,0.008,Maconha
AIS 08,Fortaleza,Sábado,2019-02-16,07,5e-05,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Sábado,2019-02-16,11,0.002,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Sábado,2019-02-16,11,0.01,Maconha
AIS 01,Fortaleza,Sábado,2019-02-16,12,0.018,Cocaína
AIS 05,Fortaleza,Sábado,2019-02-16,12,0.009,Crack
AIS 06,Fortaleza,Sábado,2019-02-16,19,0.0001,Maconha
AIS 10,Fortaleza,Sábado,2019-02-16,19,0.002,Crack
AIS 10,Fortaleza,Sábado,2019-02-16,19,0.006,Maconha
AIS 02,Fortaleza,Sábado,2019-02-16,21,1e-05,Crack
AIS 02,Fortaleza,Sábado,2019-02-16,21,0.006,Maconha
AIS 04,Fortaleza,Domingo,2019-02-17,00,0.008,Crack
AIS 02,Fortaleza,Domingo,2019-02-17,10,0.13,Maconha
AIS 02,Fortaleza,Domingo,2019-02-17,13,0.083,Crack
AIS 02,Fortaleza,Domingo,2019-02-17,13,0.059,Maconha
AIS 02,Fortaleza,Domingo,2019-02-17,13,6e-05,Maconha
AIS 07,Fortaleza,Domingo,2019-02-17,17,2e-05,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Domingo,2019-02-17,18,0.01,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Domingo,2019-02-17,18,0.011,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Domingo,2019-02-17,18,0.03,Maconha
AIS 02,Fortaleza,Domingo,2019-02-17,18,0.587,Maconha
AIS 03,Fortaleza,Domingo,2019-02-17,19,0.001,Cocaína
AIS 03,Fortaleza,Domingo,2019-02-17,19,0.005,Crack
AIS 03,Fortaleza,Domingo,2019-02-17,19,0.006,Maconha
AIS 08,Fortaleza,Domingo,2019-02-17,21,0.0039,Crack
AIS 08,Fortaleza,Domingo,2019-02-17,21,0.0069,Maconha
AIS 09,Fortaleza,Segunda,2019-02-18,01,0.0005,Maconha
AIS 03,Fortaleza,Segunda,2019-02-18,09,0.115,Cocaína
AIS 03,Fortaleza,Segunda,2019-02-18,09,0.55,Maconha
AIS 10,Fortaleza,Segunda,2019-02-18,10,0.002,Cocaína
AIS 10,Fortaleza,Segunda,2019-02-18,10,0.007,Crack
AIS 02,Fortaleza,Segunda,2019-02-18,10,0.009,Crack
AIS 01,Fortaleza,Segunda,2019-02-18,10,0.007,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2019-02-18,15,0.427,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2019-02-18,15,0.0014,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Segunda,2019-02-18,15,0.399,Maconha
AIS 01,Fortaleza,Segunda,2019-02-18,16,0.0009,Crack
AIS 05,Fortaleza,Segunda,2019-02-18,20,0.008,Maconha
AIS 05,Fortaleza,Segunda,2019-02-18,21,0.048,Cocaína
AIS 05,Fortaleza,Segunda,2019-02-18,21,0.048,Crack
AIS 03,Fortaleza,Terça,2019-02-19,00,0.115,Cocaína
AIS 03,Fortaleza,Terça,2019-02-19,01,0.074,Cocaína
AIS 03,Fortaleza,Terça,2019-02-19,01,0.02,Maconha
AIS 06,Fortaleza,Terça,2019-02-19,01,0.075,Maconha
AIS 04,Fortaleza,Terça,2019-02-19,03,0.005,Cocaína
AIS 04,Fortaleza,Terça,2019-02-19,08,1e-05,Maconha
AIS 02,Fortaleza,Terça,2019-02-19,10,0.025,Crack
AIS 02,Fortaleza,Terça,2019-02-19,10,0.014,Maconha
AIS 03,Fortaleza,Terça,2019-02-19,12,0.0032,Cocaína
AIS 07,Fortaleza,Terça,2019-02-19,12,0.043,Crack
AIS 03,Fortaleza,Terça,2019-02-19,12,5e-05,Maconha
AIS 05,Fortaleza,Terça,2019-02-19,13,0.003,Crack
AIS 06,Fortaleza,Terça,2019-02-19,14,0.153,Maconha
AIS 06,Fortaleza,Terça,2019-02-19,16,0.007,Crack
AIS 06,Fortaleza,Terça,2019-02-19,16,0.001,Maconha
AIS 04,Fortaleza,Terça,2019-02-19,16,0.01,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Terça,2019-02-19,16,0.005,Cocaína
AIS 02,Fortaleza,Terça,2019-02-19,19,0.018,Maconha
AIS 03,Fortaleza,Terça,2019-02-19,21,0.0024,Crack
AIS 03,Fortaleza,Terça,2019-02-19,21,0.0022,Maconha
AIS 03,Fortaleza,Terça,2019-02-19,22,2.1,Maconha
AIS 04,Fortaleza,Quarta,2019-02-20,03,0.003,Crack
AIS 05,Fortaleza,Quarta,2019-02-20,07,0.065,Crack
AIS 05,Fortaleza,Quarta,2019-02-20,07,0.115,Maconha
AIS 08,Fortaleza,Quarta,2019-02-20,07,0.023,Maconha
AIS 08,Fortaleza,Quarta,2019-02-20,08,0.0058,Crack
AIS 08,Fortaleza,Quarta,2019-02-20,10,0.0027,Cocaína
AIS 08,Fortaleza,Quarta,2019-02-20,10,0.016,Crack
AIS 02,Fortaleza,Quarta,2019-02-20,10,0.0005,Crack
AIS 10,Fortaleza,Quarta,2019-02-20,10,0.006,Cocaína
AIS 03,Fortaleza,Quarta,2019-02-20,12,0.172,Cocaína
AIS 08,Fortaleza,Quarta,2019-02-20,13,0.088,Maconha
AIS 08,Fortaleza,Quarta,2019-02-20,13,0.02,Cocaína
AIS 08,Fortaleza,Quarta,2019-02-20,13,0.01,Maconha
AIS 07,Fortaleza,Quarta,2019-02-20,14,0.05,Cocaína
AIS 06,Fortaleza,Quarta,2019-02-20,15,2e-05,Crack
AIS 04,Fortaleza,Quarta,2019-02-20,16,0.006,Crack
AIS 06,Fortaleza,Quarta,2019-02-20,19,0.0012,Maconha
AIS 07,Fortaleza,Quarta,2019-02-20,19,0.003,Maconha
AIS 04,Fortaleza,Quarta,2019-02-20,21,0.011,Maconha
AIS 06,Fortaleza,Quinta,2019-02-21,03,0.009,Cocaína
AIS 02,Fortaleza,Quinta,2019-02-21,08,0.03,Cocaína
AIS 02,Fortaleza,Quinta,2019-02-21,08,0.001,Crack
AIS 02,Fortaleza,Quinta,2019-02-21,08,0.56,Maconha
AIS 03,Fortaleza,Quinta,2019-02-21,09,0.025,Cocaína
AIS 03,Fortaleza,Quinta,2019-02-21,09,0.021,Maconha
AIS 02,Fortaleza,Quinta,2019-02-21,11,0.037,Maconha
AIS 08,Fortaleza,Quinta,2019-02-21,15,0.001,Maconha
AIS 05,Fortaleza,Quinta,2019-02-21,15,0.001,Maconha
AIS 09,Fortaleza,Quinta,2019-02-21,15,0.049,Cocaína
AIS 09,Fortaleza,Quinta,2019-02-21,15,0.077,Crack
AIS 09,Fortaleza,Quinta,2019-02-21,15,0.118,Maconha
AIS 06,Fortaleza,Quinta,2019-02-21,15,0.012,Maconha
AIS 05,Fortaleza,Quinta,2019-02-21,15,8e-05,Cocaína
AIS 07,Fortaleza,Quinta,2019-02-21,16,0.004,Crack
AIS 07,Fortaleza,Quinta,2019-02-21,16,0.03,Maconha
AIS 03,Fortaleza,Quinta,2019-02-21,16,0.0122,Maconha
AIS 04,Fortaleza,Quinta,2019-02-21,17,0.043,Cocaína
AIS 02,Fortaleza,Quinta,2019-02-21,19,0.009,Crack
AIS 01,Fortaleza,Quinta,2019-02-21,19,0.0001,Crack
AIS 01,Fortaleza,Quinta,2019-02-21,19,0.101,Maconha
AIS 07,Fortaleza,Quinta,2019-02-21,19,2e-05,Maconha
AIS 03,Fortaleza,Quinta,2019-02-21,20,0.47,Maconha
AIS 05,Fortaleza,Quinta,2019-02-21,20,1e-05,Cocaína
AIS 05,Fortaleza,Quinta,2019-02-21,20,1e-05,Crack
AIS 05,Fortaleza,Quinta,2019-02-21,20,1e-05,Maconha
AIS 09,Fortaleza,Quinta,2019-02-21,23,0.12,Maconha
AIS 07,Fortaleza,Sexta,2019-02-22,09,0.0065,Cocaína
AIS 07,Fortaleza,Sexta,2019-02-22,09,0.0005,Maconha
AIS 06,Fortaleza,Sexta,2019-02-22,10,0.02,Crack
AIS 06,Fortaleza,Sexta,2019-02-22,10,0.048,Maconha
AIS 05,Fortaleza,Sexta,2019-02-22,10,0.0047,Cocaína
AIS 05,Fortaleza,Sexta,2019-02-22,10,0.0031,Crack
AIS 05,Fortaleza,Sexta,2019-02-22,10,0.0066,Maconha
AIS 04,Fortaleza,Sexta,2019-02-22,10,3e-05,Cocaína
AIS 04,Fortaleza,Sexta,2019-02-22,10,5e-05,Crack
AIS 04,Fortaleza,Sexta,2019-02-22,11,0.011,Crack
AIS 03,Fortaleza,Sexta,2019-02-22,15,0.071,Cocaína
AIS 06,Fortaleza,Sexta,2019-02-22,15,0.001,Crack
AIS 06,Fortaleza,Sexta,2019-02-22,15,0.017,Maconha
AIS 03,Fortaleza,Sexta,2019-02-22,15,3.358,Maconha
AIS 01,Fortaleza,Sexta,2019-02-22,16,0.293,Haxixe
AIS 03,Fortaleza,Sexta,2019-02-22,19,0.051,Maconha
AIS 10,Fortaleza,Sexta,2019-02-22,19,0.012,Cocaína
AIS 03,Fortaleza,Sexta,2019-02-22,20,0.009,Cocaína
AIS 03,Fortaleza,Sexta,2019-02-22,20,0.013,Crack
AIS 03,Fortaleza,Sexta,2019-02-22,21,0.001,Cocaína
AIS 09,Fortaleza,Sexta,2019-02-22,21,0.012,Crack
AIS 06,Fortaleza,Sexta,2019-02-22,21,0.05,Cocaína
AIS 01,Fortaleza,Sábado,2019-02-23,00,0.206,Cocaína
AIS 01,Fortaleza,Sábado,2019-02-23,00,0.189,Crack
AIS 04,Fortaleza,Sábado,2019-02-23,03,3e-05,Crack
AIS 04,Fortaleza,Sábado,2019-02-23,03,0.001,Maconha
AIS 06,Fortaleza,Sábado,2019-02-23,10,0.001,Crack
AIS 06,Fortaleza,Sábado,2019-02-23,10,0.01,Maconha
AIS 05,Fortaleza,Sábado,2019-02-23,10,0.015,Maconha
AIS 02,Fortaleza,Sábado,2019-02-23,12,0.097,Maconha
AIS 04,Fortaleza,Sábado,2019-02-23,18,0.012,Maconha
AIS 07,Fortaleza,Sábado,2019-02-23,22,0.02,Cocaína
AIS 06,Fortaleza,Domingo,2019-02-24,04,0.001,Cocaína
AIS 06,Fortaleza,Domingo,2019-02-24,04,0.012,Crack
AIS 06,Fortaleza,Domingo,2019-02-24,04,0.017,Maconha
AIS 02,Fortaleza,Domingo,2019-02-24,10,0.035,Maconha
AIS 02,Fortaleza,Domingo,2019-02-24,12,0.01,Maconha
AIS 01,Fortaleza,Domingo,2019-02-24,15,0.001,Crack
AIS 01,Fortaleza,Domingo,2019-02-24,19,0.004,Cocaína
AIS 07,Fortaleza,Domingo,2019-02-24,19,0.06,Cocaína
AIS 07,Fortaleza,Domingo,2019-02-24,19,0.013,Crack
AIS 03,Fortaleza,Domingo,2019-02-24,22,0.007,Cocaína
AIS 03,Fortaleza,Domingo,2019-02-24,22,0.053,Crack
AIS 03,Fortaleza,Domingo,2019-02-24,22,0.09,Maconha
AIS 07,Fortaleza,Segunda,2019-02-25,04,0.0004,Cocaína
AIS 03,Fortaleza,Segunda,2019-02-25,08,0.001,Maconha
AIS 01,Fortaleza,Segunda,2019-02-25,10,0.009,Cocaína
AIS 06,Fortaleza,Segunda,2019-02-25,12,0.038,Maconha
AIS 04,Fortaleza,Segunda,2019-02-25,13,0.008,Crack
AIS 04,Fortaleza,Segunda,2019-02-25,13,0.22,Maconha
AIS 04,Fortaleza,Segunda,2019-02-25,15,0.013,Crack
AIS 04,Fortaleza,Segunda,2019-02-25,15,0.012,Crack
AIS 01,Fortaleza,Segunda,2019-02-25,22,0.024,Cocaína
AIS 08,Fortaleza,Segunda,2019-02-25,23,0.002,Crack
AIS 07,Fortaleza,Terça,2019-02-26,09,0.018,Crack
AIS 07,Fortaleza,Terça,2019-02-26,09,0.008,Maconha
AIS 07,Fortaleza,Terça,2019-02-26,09,1e-05,Maconha
AIS 04,Fortaleza,Terça,2019-02-26,10,0.004,Crack
AIS 08,Fortaleza,Terça,2019-02-26,12,0.0151,Crack
AIS 08,Fortaleza,Terça,2019-02-26,12,0.0005,Maconha
AIS 07,Fortaleza,Terça,2019-02-26,15,0.0025,Cocaína
AIS 07,Fortaleza,Terça,2019-02-26,15,0.001,Crack
AIS 07,Fortaleza,Terça,2019-02-26,15,0.001,Maconha
AIS 07,Fortaleza,Terça,2019-02-26,15,0.0019,Maconha
AIS 09,Fortaleza,Terça,2019-02-26,15,0.006,Cocaína
AIS 06,Fortaleza,Terça,2019-02-26,17,0.01,Maconha
AIS 06,Fortaleza,Terça,2019-02-26,19,0.001,Maconha
AIS 09,Fortaleza,Terça,2019-02-26,22,0.018,Crack
AIS 09,Fortaleza,Terça,2019-02-26,22,0.081,Maconha
AIS 06,Fortaleza,Terça,2019-02-26,22,0.0095,Crack
AIS 06,Fortaleza,Terça,2019-02-26,22,0.0125,Maconha
AIS 01,Fortaleza,Terça,2019-02-26,22,0.009,Crack
AIS 03,Fortaleza,Terça,2019-02-26,22,0.1,Cocaína
AIS 03,Fortaleza,Terça,2019-02-26,22,0.1,Crack
AIS 02,Fortaleza,Terça,2019-02-26,23,0.016,Crack
AIS 04,Fortaleza,Quarta,2019-02-27,03,0.012,Maconha
AIS 08,Fortaleza,Quarta,2019-02-27,09,0.0315,Crack
AIS 03,Fortaleza,Quarta,2019-02-27,10,0.054,Cocaína
AIS 03,Fortaleza,Quarta,2019-02-27,10,0.024,Crack
AIS 01,Fortaleza,Quarta,2019-02-27,10,1e-05,Cocaína
AIS 01,Fortaleza,Quarta,2019-02-27,10,0.012,Maconha
AIS 05,Fortaleza,Quarta,2019-02-27,10,0.01,Maconha
AIS 08,Fortaleza,Quarta,2019-02-27,12,0.002,Crack
AIS 03,Fortaleza,Quarta,2019-02-27,12,0.041,Maconha
AIS 05,Fortaleza,Quarta,2019-02-27,13,0.01,Cocaína
AIS 05,Fortaleza,Quarta,2019-02-27,13,0.033,Maconha
AIS 03,Fortaleza,Quarta,2019-02-27,13,0.001,Crack
AIS 03,Fortaleza,Quarta,2019-02-27,13,0.11,Maconha
AIS 07,Fortaleza,Quarta,2019-02-27,13,0.0049,Maconha
AIS 08,Fortaleza,Quarta,2019-02-27,13,0.655,Maconha
AIS 05,Fortaleza,Quarta,2019-02-27,15,0.005,Maconha
AIS 07,Fortaleza,Quarta,2019-02-27,17,0.0006,Cocaína
AIS 07,Fortaleza,Quarta,2019-02-27,17,0.0025,Crack
AIS 06,Fortaleza,Quarta,2019-02-27,17,0.0035,Cocaína
AIS 06,Fortaleza,Quarta,2019-02-27,17,0.0005,Maconha
AIS 03,Fortaleza,Quarta,2019-02-27,22,0.025,Maconha
AIS 07,Fortaleza,Quarta,2019-02-27,22,0.0008,Cocaína
AIS 06,Fortaleza,Quinta,2019-02-28,09,0.055,Maconha
AIS 05,Fortaleza,Quinta,2019-02-28,10,2e-05,Cocaína
AIS 08,Fortaleza,Quinta,2019-02-28,11,0.022,Cocaína
AIS 09,Fortaleza,Quinta,2019-02-28,11,0.0004,Maconha
AIS 08,Fortaleza,Quinta,2019-02-28,13,0.04,Maconha
AIS 06,Fortaleza,Quinta,2019-02-28,13,0.014,Maconha
AIS 10,Fortaleza,Quinta,2019-02-28,16,0.015,Cocaína
AIS 06,Fortaleza,Quinta,2019-02-28,19,0.009,Crack
AIS 02,Fortaleza,Quinta,2019-02-28,19,0.014,Maconha
AIS 01,Fortaleza,Sexta,2019-03-01,00,0.003,Cocaína
AIS 01,Fortaleza,Sexta,2019-03-01,00,0.003,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Sexta,2019-03-01,10,2.121,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Sexta,2019-03-01,10,0.034,Crack
AIS 06,Fortaleza,Sexta,2019-03-01,11,0.7,Crack
AIS 04,Fortaleza,Sexta,2019-03-01,13,0.006,Cocaína
AIS 04,Fortaleza,Sexta,2019-03-01,16,0.011,Maconha
AIS 04,Fortaleza,Sexta,2019-03-01,16,0.001,Crack
AIS 09,Fortaleza,Sexta,2019-03-01,19,0.062,Cocaína
AIS 09,Fortaleza,Sexta,2019-03-01,19,0.018,Haxixe
AIS 07,Fortaleza,Sexta,2019-03-01,19,5e-05,Maconha
AIS 05,Fortaleza,Sexta,2019-03-01,22,1e-05,Cocaína
AIS 05,Fortaleza,Sexta,2019-03-01,22,1e-05,Maconha
AIS 06,Fortaleza,Sexta,2019-03-01,22,0.0098,Maconha
AIS 01,Fortaleza,Sábado,2019-03-02,03,0.0005,Cocaína
AIS 01,Fortaleza,Sábado,2019-03-02,03,0.0001,Maconha
AIS 06,Fortaleza,Sábado,2019-03-02,10,0.015,Maconha
AIS 06,Fortaleza,Sábado,2019-03-02,13,0.01,Crack
AIS 07,Fortaleza,Sábado,2019-03-02,15,0.005,Cocaína
AIS 07,Fortaleza,Sábado,2019-03-02,15,0.0024,Crack
AIS 09,Fortaleza,Sábado,2019-03-02,20,0.01205,Maconha
AIS 09,Fortaleza,Sábado,2019-03-02,20,0.002,Cocaína
AIS 03,Fortaleza,Domingo,2019-03-03,00,0.262,Maconha
AIS 03,Fortaleza,Domingo,2019-03-03,06,0.0025,Cocaína
AIS 03,Fortaleza,Domingo,2019-03-03,07,0.01,Cocaína
AIS 08,Fortaleza,Domingo,2019-03-03,10,0.5,Maconha
AIS 07,Fortaleza,Domingo,2019-03-03,10,0.0006,Cocaína
AIS 07,Fortaleza,Domingo,2019-03-03,10,0.0006,Crack
AIS 05,Fortaleza,Domingo,2019-03-03,10,0.01,Cocaína
AIS 05,Fortaleza,Domingo,2019-03-03,10,0.005,Crack
AIS 05,Fortaleza,Domingo,2019-03-03,11,0.007,Crack
AIS 05,Fortaleza,Domingo,2019-03-03,11,0.005,Cocaína
AIS 07,Fortaleza,Domingo,2019-03-03,12,0.002,Maconha
AIS 09,Fortaleza,Domingo,2019-03-03,12,0.67,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Domingo,2019-03-03,19,0.0015,Maconha
AIS 04,Fortaleza,Segunda,2019-03-04,10,0.003,Cocaína
AIS 05,Fortaleza,Segunda,2019-03-04,16,0.004,Crack
AIS 04,Fortaleza,Segunda,2019-03-04,19,0.002,Crack
AIS 07,Fortaleza,Segunda,2019-03-04,19,0.007,Crack
AIS 03,Fortaleza,Segunda,2019-03-04,23,0.007,Crack
AIS 02,Fortaleza,Terça,2019-03-05,12,0.003,Maconha
AIS 09,Fortaleza,Terça,2019-03-05,12,0.062,Cocaína
AIS 09,Fortaleza,Terça,2019-03-05,12,0.055,Crack
AIS 09,Fortaleza,Terça,2019-03-05,12,0.042,Maconha
AIS 02,Fortaleza,Terça,2019-03-05,20,0.006,Cocaína
AIS 06,Fortaleza,Quarta,2019-03-06,11,0.095,Cocaína
AIS 01,Fortaleza,Quarta,2019-03-06,16,0.011,Crack
AIS 01,Fortaleza,Quarta,2019-03-06,16,0.009,Maconha
AIS 01,Fortaleza,Quarta,2019-03-06,16,0.003,Maconha
AIS 03,Fortaleza,Quarta,2019-03-06,16,0.01,Maconha
AIS 02,Fortaleza,Quinta,2019-03-07,00,0.004,Crack
AIS 05,Fortaleza,Quinta,2019-03-07,07,1.138,Crack
AIS 05,Fortaleza,Quinta,2019-03-07,07,0.012,Maconha
AIS 09,Fortaleza,Quinta,2019-03-07,10,0.007,Cocaína
AIS 09,Fortaleza,Quinta,2019-03-07,10,0.007,Cocaína
AIS 09,Fortaleza,Quinta,2019-03-07,11,0.01,Crack
AIS 09,Fortaleza,Quinta,2019-03-07,11,2e-05,Maconha
AIS 03,Fortaleza,Quinta,2019-03-07,13,0.016,Maconha
AIS 03,Fortaleza,Quinta,2019-03-07,13,0.002,Crack
AIS 06,Fortaleza,Quinta,2019-03-07,16,2.668,Maconha
AIS 09,Fortaleza,Quinta,2019-03-07,18,0.004,Cocaína
AIS 01,Fortaleza,Quinta,2019-03-07,21,0.15,Maconha
AIS 07,Fortaleza,Quinta,2019-03-07,22,0.032,Maconha
AIS 07,Fortaleza,Quinta,2019-03-07,22,0.0006,Cocaína
AIS 06,Fortaleza,Quinta,2019-03-07,22,1.375,Cocaína
AIS 10,Fortaleza,Sexta,2019-03-08,03,0.0001,Cocaína
AIS 01,Fortaleza,Sexta,2019-03-08,10,0.235,Maconha
AIS 01,Fortaleza,Sexta,2019-03-08,10,0.014,Crack
AIS 07,Fortaleza,Sexta,2019-03-08,12,0.026,Cocaína
